package,keyword
smirnov,analysis of similarities
ABACUS,analysis of variance
AgroR,analysis of variance
ANOVAIREVA,analysis of variance
ANOVAShiny,analysis of variance
ANOVAShiny2,analysis of variance
AovBay,analysis of variance
augmentedRCBD,analysis of variance
autotesteR,analysis of variance
bang,analysis of variance
bayesanova,analysis of variance
bfw,analysis of variance
bruceR,analysis of variance
CANE,analysis of variance
compareGroups,analysis of variance
discovr,analysis of variance
doebioresearch,analysis of variance
easyanova,analysis of variance
EMSaov,analysis of variance
ERP,analysis of variance
ERSA,analysis of variance
ExpDes,analysis of variance
factorH,analysis of variance
fANCOVA,analysis of variance
fda.usc,analysis of variance
fdANOVA,analysis of variance
fdWasserstein,analysis of variance
FuzzySTs,analysis of variance
GaSP,analysis of variance
gemR,analysis of variance
GET,analysis of variance
gmtFD,analysis of variance
granova,analysis of variance
HDANOVA,analysis of variance
hiddenf,analysis of variance
ibd,analysis of variance
ICC,analysis of variance
ILS,analysis of variance
infoDecompuTE,analysis of variance
kanova,analysis of variance
kim,analysis of variance
misty,analysis of variance
ModStatR,analysis of variance
multiFANOVA,analysis of variance
MVET,analysis of variance
mvhtests,analysis of variance
NMVANOVA,analysis of variance
npboottprm,analysis of variance
onewaytests,analysis of variance
PERMANOVA,analysis of variance
PermutationR,analysis of variance
PMCMRplus,analysis of variance
prepdat,analysis of variance
pwrRasch,analysis of variance
rofanova,analysis of variance
rtpcr,analysis of variance
semicontMANOVA,analysis of variance
smartsnp,analysis of variance
spANOVA,analysis of variance
Superpower,analysis of variance
tolerance,analysis of variance
ultrapolaRplot,analysis of variance
visvaR,analysis of variance
DEET,analysis pipeline
diffEnrich,analysis pipeline
DrDimont,analysis pipeline
filenamer,analysis pipeline
GFA,analysis pipeline
iCellR,analysis pipeline
LeadSense,analysis pipeline
MALDIquant,analysis pipeline
shinymgr,analysis pipeline
tcpl,analysis pipeline
tensorBF,analysis pipeline
toolStability,analysis pipeline
TransProR,analysis pipeline
varitas,analysis pipeline
veesa,analysis pipeline
AnanseSeurat,analysis software
ceas,analysis software
cg,analysis software
FastKM,analysis software
gen5helper,analysis software
kmeRtone,analysis software
metagear,analysis software
Rraven,analysis software
scbursts,analysis software
vortexRdata,analysis software
wrProteo,analysis software
basecamb,analysis workflow
BoundaryStats,analysis workflow
command,analysis workflow
datawizard,analysis workflow
DGEobj,analysis workflow
ExPanDaR,analysis workflow
healthyR,analysis workflow
healthyR.ai,analysis workflow
healthyR.ts,analysis workflow
neo4r,analysis workflow
pksensi,analysis workflow
sae4health,analysis workflow
shinymrp,analysis workflow
starvz,analysis workflow
AHPGaussian,analytic hierarchy process
AHPhybrid,analytic hierarchy process
AHPtools,analytic hierarchy process
ahptopsis2n,analytic hierarchy process
AHPWR,analytic hierarchy process
createLogicalPCM,analytic hierarchy process
easyAHP,analytic hierarchy process
forestHES,analytic hierarchy process
FuzzyAHP,analytic hierarchy process
pmr,analytic hierarchy process
PSIM,analytic hierarchy process
AccelStab,analytic solution
boussinesq,analytic solution
permChacko,analytic solution
LSMonteCarlo,analytic solution
primarycensored,analytic solution
dcurves,analytic techniques
kfa,analytic techniques
stfit,analytic techniques
crmn,analytical chemistry
eChem,analytical chemistry
ILS,analytical chemistry
TTS,analytical chemistry
discourseGT,analytical framework
groupcompare,analytical framework
TAD,analytical framework
artma,analytical methods
belg,analytical methods
mcr,analytical methods
mcrPioda,analytical methods
Rdistance,analytical methods
CEDA,analytical methods
EcotoneFinder,analytical methods
iPRSue,analytical methods
klovan,analytical methods
MultiTraits,analytical methods
SRTsim,analytical methods
FMradio,analytical models
jalcal,analytical models
mixmeta,analytical models
streamDepletr,analytical models
msamp,analytical sensitivity
card,analytical tools
DatastreamR,analytical tools
eefAnalytics,analytical tools
fossil,analytical tools
knfi,analytical tools
modelSSE,analytical tools
photosynthesis,analytical tools
remify,analytical tools
quiddich,anatomical features
nichevol,ancestral reconstruction
castor,ancestral state
Claddis,ancestral state
phytools,ancestral state
Rphylopars,ancestral state
cauphy,ancestral trait reconstruction
eikosograms,ancient greek
morestopwords,ancient greek
clhs,ancillary data
SurfaceTortoise,ancillary data
bnstruct,and children
vacalibration,and children
cprr,and gender
dagirlite,and gender
EpiReport,and gender
genderstat,and gender
score,and gender
DEmixR,and lognormal
ltmix,and lognormal
mixR,and lognormal
parfm,and lognormal
SemiPar.depCens,and lognormal
word2vec,and phrases
plinkQC,and relationship
ecorest,and wildlife
fitteR,anderson darling test
gnFit,anderson darling test
gofgamma,anderson darling test
kSamples,anderson darling test
mmcmcBayes,anderson darling test
treePlotArea,angle count sampling
dsm,animal abundance
mrds,animal abundance
ubms,animal abundance
unmarked,animal abundance
activity,animal activity
OBMbpkg,animal behavior
AnimalSequences,animal behaviour
SiMRiv,animal behaviour
AlphaSimR,animal breeding
mintyr,animal breeding
saemix,animal breeding
BCT,animal communication
freedom,animal disease
RSurveillance,animal health
GPSeqClus,animal location data
nadiv,animal models
gremlin,animal models
amt,animal movement
animalEKF,animal movement
bayesmove,animal movement
bcpa,animal movement
ezTrack,animal movement
marcher,animal movement
move,animal movement
moveHMM,animal movement
SiMRiv,animal movement
smam,animal movement
traipse,animal movement
tripEstimation,animal movement
twdtw,animal movement
actel,animal movement
adehabitatLT,animal movement
noah,animal names
CircMLE,animal orientation
HDiR,animal orientation
cyclomort,animal populations
popbayes,animal populations
rtrim,animal populations
secrdesign,animal populations
secrlinear,animal populations
wpeR,animal populations
carbonpredict,animal production
IDmeasurer,animal signals
ALFAM2,animal slurry
asnipe,animal societies
crawl,animal telemetry
bsam,animal tracking
ctmm,animal tracking
ezTrack,animal tracking
track2KBA,animal tracking
monitoR,animal vocalizations
soundgen,animal vocalizations
PetfindeR,animal welfare
FRK,anisotropic covariance
nonsmooth,anisotropic smoothing
MCBackscattering,anisotropy factor
datasauRus,annealing process
scAnnotate,annotation tools
MigConnectivity,annual cycle
ShellChron,annual cycle
CAGR,annual growth
CompGR,annual growth
forestat,annual increment
StemAnalysis,annual increment
PROSPER,annual plant
dilp,annual precipitation
RAPTOR,annual ring
coffee,annual ring
morrowplots,annual yield
patternator,anolis sagrei
AdvDif4,anomalous diffusion
amelie,anomaly detection
anomalize,anomaly detection
densratio,anomaly detection
kmodR,anomaly detection
LLMing,anomaly detection
oddnet,anomaly detection
outForest,anomaly detection
outlierensembles,anomaly detection
pasadr,anomaly detection
pmml,anomaly detection
robustT2,anomaly detection
sGMRFmix,anomaly detection
snap,anomaly detection
solitude,anomaly detection
spectralAnomaly,anomaly detection
StructuralDecompose,anomaly detection
tsaux,anomaly detection
weird,anomaly detection
DDPNA,anova analysis
granovaGG,anova methods
bootLRTpairwise,anova models
cosso,anova models
fpow,anova models
GAD,anova models
npreg,anova models
aberrance,answer copying
adana,ant colony
evoper,ant colony
odr,ant colony
SEMsens,ant colony
ShortForm,ant colony
stuart,ant colony
orsifronts,antarctic circumpolar current
hockeystick,antarctic sea
eggCounts,anthelmintic efficacy
hSDM,anthropogenic disturbance
predictsr,anthropogenic pressures
Anthropometry,anthropometric data
serocalculator,antibody levels
AntibodyForests,antibody repertoire
AntibodyTiters,antibody titer
topolow,antigenic drift
PooledCohort,antihypertensive medication
suRface.analytics,antimicrobial activity
ampir,antimicrobial peptides
AmpGram,antimicrobial peptides
AMR,antimicrobial properties
AMR,antimicrobial resistance
MIMER,antimicrobial resistance
hivdata,antiretroviral therapy
HIViz,antiretroviral therapy
qvirus,antiretroviral therapy
ushr,antiretroviral therapy
aoristic,aoristic analysis
datplot,aoristic analysis
kinesis,aoristic analysis
CardioDataSets,aortic dissection
catalog,apache spark
graphframes,apache spark
s3.resourcer,apache spark
spark.sas7bdat,apache spark
sparkavro,apache spark
sparklyr,apache spark
sparktf,apache spark
sparkwarc,apache spark
sparkxgb,apache spark
SqlRender,apache spark
tidier,apache spark
APCtools,apc analysis
shiny.telemetry,app usage
applicable,applicability domain
enpls,applicability domain
viraldomain,applicability domain
acled.api,application programming interface
bskyr,application programming interface
cms,application programming interface
congress,application programming interface
csodata,application programming interface
cvdprevent,application programming interface
disastr.api,application programming interface
earthdatalogin,application programming interface
gitr,application programming interface
googlesheets4,application programming interface
govStatJPN,application programming interface
h3r,application programming interface
hypothesisr,application programming interface
locateip,application programming interface
MGPSDK,application programming interface
nixtlar,application programming interface
NScluster,application programming interface
paddleR,application programming interface
PCMBase,application programming interface
planscorer,application programming interface
PurpleAir,application programming interface
redcapAPI,application programming interface
REDCapR,application programming interface
salesforcer,application programming interface
SC2API,application programming interface
smartsheetr,application programming interface
spotidy,application programming interface
storywranglr,application programming interface
VegSpecIndex,application programming interface
walkscoreAPI,application programming interface
AgroTech,application rate
MMAC,applied calculus
bootPLS,applied mathematics
maotai,applied mathematics
Quartet,applied mathematics
tglkmeans,applied mathematics
ILS,applied physics
AppliedPredictiveModeling,applied predictive modeling
nasapower,applied science
asbio,applied statistics
BayesMallows,applied statistics
CGP,applied statistics
cquad,applied statistics
DIRECT,applied statistics
FuzzyClass,applied statistics
geppe,applied statistics
gtregression,applied statistics
idr,applied statistics
lpc,applied statistics
MASS,applied statistics
minimaxALT,applied statistics
multiUS,applied statistics
neuromplex,applied statistics
OptHoldoutSize,applied statistics
PoiClaClu,applied statistics
qtlnet,applied statistics
QuantileNPCI,applied statistics
RankResponse,applied statistics
RobustGaSP,applied statistics
sensitivitymult,applied statistics
sievePH,applied statistics
svgtools,applied statistics
timedeppar,applied statistics
AATtools,approach bias
cpsvote,appropriate use
averisk,approximate calculation
binMto,approximate calculation
TSEntropies,approximate entropy
SANvi,approximate inference
VBJM,approximate inference
iterLap,approximation algorithm
RHawkes,approximation algorithm
RScelestial,approximation algorithm
highOrderPortfolios,approximation algorithm
lmSubsets,approximation algorithm
ehaGoF,approximation error
qvcalc,approximation error
WienR,approximation error
AquaAnalytix,aquaculture facilities
aelab,aquatic ecology
AquaAnalytix,aquatic ecosystem
dycdtools,aquatic ecosystem
ecosim,aquatic ecosystem
bSi,aquatic ecosystem
MacroZooBenthosWaterA,aquatic ecosystem
CalcThemAll.PRM,aquatic environments
rLakeHabitat,aquatic habitats
rfishbase,aquatic life
metrix,aquatic macroinvertebrate
BLMEngineInR,aquatic organisms
mbRes,aquatic organisms
lemna,aquatic plant
AquaticLifeHistory,aquatic species
elfgen,aquatic species
AquaEnv,aquatic systems
GWSDAT,aqueous phase
imputeFin,ar model
paramsim,ar model
heritability,arabidopsis thaliana
TDCor,arabidopsis thaliana
WallomicsData,arabidopsis thaliana
SoilManageR,arable field
baorista,archaeological datasets
SEAHORS,archaeological remains
DIGSS,archaeological sites
spDates,archaeological sites
Anthropometry,archetypal analysis
archetypal,archetypal analysis
archetypes,archetypal analysis
GeomArchetypal,archetypal analysis
dMrs,archimedean copulas
copula,archimedean copulas
Sunclarco,archimedean copulas
archiDART,architectural traits
SampleSizeSingleArmSurvival,arcsine transformation
rsoi,arctic oscillation
lidaRtRee,area based approach
lidR,area based approach
SDLfilter,area based approach
deprivateR,area deprivation
emdi,area estimation
fence,area estimation
forestinventory,area estimation
geoSAE,area estimation
hbsaems,area estimation
mcmcsae,area estimation
mme,area estimation
msae,area estimation
msaeHB,area estimation
PUPMSI,area estimation
sae,area estimation
sae.prop,area estimation
sae2,area estimation
sae4health,area estimation
saebnocov,area estimation
saeczi,area estimation
saeeb,area estimation
saeHB,area estimation
saeHB.ME,area estimation
saeHB.ME.beta,area estimation
saeHB.panel,area estimation
saeHB.panel.beta,area estimation
saeHB.spatial,area estimation
saeHB.TF.beta,area estimation
saeHB.twofold,area estimation
saeHB.unit,area estimation
saeHB.ZIB,area estimation
saekernel,area estimation
saeME,area estimation
saeMSPE,area estimation
saens,area estimation
saePseudo,area estimation
saeRobust,area estimation
saeSim,area estimation
survey,area estimation
surveyPrev,area estimation
vmsae,area estimation
zipsae,area estimation
emdi,area level models
saePseudo,area level models
hbsaems,area level models
sae.prop,area level models
sae2,area level models
saeRobust,area level models
bamm,area of distribution
